year,area_code,area,ethnic_group,number,denominator,percent,confidence
2018,E09000019,Islington,Minority,"26,700","46,800",57,14.2
2018,E09000020,Kensington and Chelsea,Minority,"19,300","37,700",51.2,13.1
2018,E09000021,Kingston upon Thames,Minority,"24,300","37,700",64.5,12.8
2018,E09000022,Lambeth,Minority,"68,600","105,500",65.1,10.6
2018,E09000023,Lewisham,Minority,"52,200","72,800",71.7,10.9
2018,E09000024,Merton,Minority,"35,400","46,700",75.7,11.4
2018,E09000025,Newham,Minority,"101,600","158,200",64.2,9.3
2018,E09000026,Redbridge,Minority,"65,600","107,700",60.9,8.3
2018,E09000027,Richmond upon Thames,Minority,"12,300","17,900",68.5,19.1
2018,E09000028,Southwark,Minority,"51,400","77,900",66,11
2018,E09000029,Sutton,Minority,"27,500","36,100",76.2,11.8
2018,E09000030,Tower Hamlets,Minority,"65,900","112,600",58.5,11.2
2018,E09000031,Waltham Forest,Minority,"57,600","85,400",67.4,10.6
2018,E09000032,Wandsworth,Minority,"39,600","54,700",72.4,13.7
2018,E09000033,Westminster,Minority,"42,100","74,700",56.4,11.5
2018,E13000001,Inner London,Minority,"635,900","1,014,500",62.7,3.2
2018,E13000002,Outer London,Minority,"958,300","1,387,400",69.1,2.5
2018,E12000001,North East,Minority,"47,600","84,600",56.3,6.6
2018,E12000002,North West,Minority,"328,100","550,400",59.6,3
2018,E12000003,Yorkshire and The Humber,Minority,"233,600","392,000",59.6,4.3
2018,E12000004,East Midlands,Minority,"236,800","372,000",63.6,4.2
2018,E12000005,West Midlands,Minority,"436,700","702,300",62.2,3.1
2018,E12000006,East,Minority,"289,200","386,000",74.9,3.6
2018,E12000007,London,Minority,"1,594,100","2,401,900",66.4,2
2018,E12000008,South East,Minority,"428,200","593,600",72.1,2.9
2018,E12000009,South West,Minority,"129,000","186,100",69.3,5
2018,W92000004,Wales,Minority,"59,300","94,700",62.6,5.9
2018,S92000003,Scotland,Minority,"97,000","175,200",55.4,5.6
2018,N92000002,Northern Ireland,Minority,"16,400","32,500",50.5,14
2018,E92000001,England,Minority,"3,723,300","5,668,900",65.7,1.1
2018,K04000001,England and Wales,Minority,"3,782,600","5,763,500",65.6,1.1
2018,K03000001,Great Britain,Minority,"3,879,600","5,938,700",65.3,1.1
2018,K02000001,United Kingdom,Minority,"3,896,000","5,971,200",65.2,1.1
2018,E09000001,City of London,Mixed,,,,
2018,E09000002,Barking and Dagenham,Mixed,,"1,400",,
2018,E09000003,Barnet,Mixed,"6,300","11,000",57.6,35.1
2018,E09000004,Bexley,Mixed,"2,700","3,800",69.6,
2018,E09000005,Brent,Mixed,"5,000","7,400",67.8,36.2
2018,E09000006,Bromley,Mixed,"4,500","7,500",59.8,
2018,E09000007,Camden,Mixed,"5,300","7,800",67.6,38.7
2018,E09000008,Croydon,Mixed,"5,400","7,100",75.4,35.6
2018,E09000009,Ealing,Mixed,"7,800","13,000",59.7,35.8
2018,E09000010,Enfield,Mixed,"3,500","5,900",58.4,
2018,E09000011,Greenwich,Mixed,"5,100","6,100",83.4,33.3
2018,E09000012,Hackney,Mixed,"6,700","9,500",71.1,34.1
2018,E09000013,Hammersmith and Fulham,Mixed,"4,200","5,200",81,33.7
2018,E09000014,Haringey,Mixed,"2,800","4,100",67.9,
2018,E09000015,Harrow,Mixed,"2,200","3,100",72.6,
2018,E09000016,Havering,Mixed,"2,700","3,300",82.6,
2018,E09000017,Hillingdon,Mixed,"5,000","7,900",63.8,36.1
2018,E09000018,Hounslow,Mixed,"3,900","6,100",63,
2018,E09000019,Islington,Mixed,"5,000","5,500",92.4,
2018,E09000020,Kensington and Chelsea,Mixed,"1,800","3,700",49,
2018,E09000021,Kingston upon Thames,Mixed,"2,600","3,300",77.3,
2018,E09000022,Lambeth,Mixed,"12,400","17,600",70.3,25.8
2018,E09000023,Lewisham,Mixed,"6,000","7,900",76.1,32
2018,E09000024,Merton,Mixed,"2,900","4,000",73.8,
2018,E09000025,Newham,Mixed,"3,400","6,300",54.6,
2018,E09000026,Redbridge,Mixed,"2,500","5,700",43.8,
2018,E09000027,Richmond upon Thames,Mixed,"2,000","3,800",53.7,
2018,E09000028,Southwark,Mixed,"5,700","8,200",70.2,35.4
2018,E09000029,Sutton,Mixed,"1,400","1,600",85.5,
2018,E09000030,Tower Hamlets,Mixed,"2,800","6,200",45,
2018,E09000031,Waltham Forest,Mixed,"6,600","8,000",82.7,30.2
2018,E09000032,Wandsworth,Mixed,"5,000","5,700",87.7,
2018,E09000033,Westminster,Mixed,"3,900","4,900",79.1,34.9
2018,E13000001,Inner London,Mixed,"65,000","92,400",70.3,10.1
2018,E13000002,Outer London,Mixed,"72,800","110,200",66.1,9.3
2018,E12000001,North East,Mixed,"3,800","7,800",48.4,22.8
2018,E12000002,North West,Mixed,"26,700","42,800",62.3,11.3
2018,E12000003,Yorkshire and The Humber,Mixed,"27,600","39,900",69.2,12.7
2018,E12000004,East Midlands,Mixed,"19,000","31,400",60.5,15.2
2018,E12000005,West Midlands,Mixed,"24,100","42,500",56.6,12.7
2018,E12000006,East,Mixed,"38,500","53,100",72.5,11
2018,E12000007,London,Mixed,"137,800","202,600",68,6.9
2018,E12000008,South East,Mixed,"46,200","60,700",76,9
2018,E12000009,South West,Mixed,"21,600","30,500",70.6,12.8
2018,W92000004,Wales,Mixed,"10,400","13,800",75.6,13.3
2018,S92000003,Scotland,Mixed,"10,300","20,800",49.7,16.1
2018,N92000002,Northern Ireland,Mixed,"1,400","1,800",77,
2018,E92000001,England,Mixed,"345,100","511,300",67.5,3.7
2018,K04000001,England and Wales,Mixed,"355,500","525,100",67.7,3.6
2018,K03000001,Great Britain,Mixed,"365,800","545,900",67,3.5
2018,K02000001,United Kingdom,Mixed,"367,200","547,700",67,3.5
2018,E09000001,City of London,Indian,,,,
2018,E09000002,Barking and Dagenham,Indian,"5,500","7,800",70.7,29.4
2018,E09000003,Barnet,Indian,"11,100","13,500",82.3,23.6
2018,E09000004,Bexley,Indian,"3,800","4,900",76.7,33.8
2018,E09000005,Brent,Indian,"32,800","43,800",75,13.5
2018,E09000006,Bromley,Indian,"2,700","3,500",77.3,
2018,E09000007,Camden,Indian,"6,000","7,300",81.6,31
2018,E09000008,Croydon,Indian,"20,200","22,500",89.5,14.3
2018,E09000009,Ealing,Indian,"31,000","39,700",78.2,17.2
2018,E09000010,Enfield,Indian,"8,800","9,300",95,15.5
2018,E09000011,Greenwich,Indian,"6,500","10,900",59.5,29.8
2018,E09000012,Hackney,Indian,"5,500","9,100",60.7,33.8
2018,E09000013,Hammersmith and Fulham,Indian,"2,200","2,600",84.7,
2018,E09000014,Haringey,Indian,"2,400","2,400",100,
2018,E09000015,Harrow,Indian,"35,300","41,300",85.4,9.4
2018,E09000016,Havering,Indian,"4,600","4,600",100,
2018,E09000017,Hillingdon,Indian,"34,900","45,100",77.4,12.3
2018,E09000018,Hounslow,Indian,"28,300","34,500",82.2,17.3
2018,E09000019,Islington,Indian,"4,000","4,000",100,
2018,E09000020,Kensington and Chelsea,Indian,"2,300","3,600",64.1,
2018,E09000021,Kingston upon Thames,Indian,"5,700","6,700",85.3,22.4
2018,E09000022,Lambeth,Indian,"6,500","8,000",81.3,
2018,E09000023,Lewisham,Indian,"3,600","4,800",75.8,
2018,E09000024,Merton,Indian,"5,700","6,200",91.7,20.2
2018,E09000025,Newham,Indian,"15,000","24,300",61.7,24.8
2018,E09000026,Redbridge,Indian,"17,200","26,600",64.6,16.3
2018,E09000027,Richmond upon Thames,Indian,"3,600","4,300",83.5,34.6
2018,E09000028,Southwark,Indian,"4,100","4,100",100,
2018,E09000029,Sutton,Indian,"7,100","8,500",84.2,21
2018,E09000030,Tower Hamlets,Indian,"5,500","6,400",85.9,
2018,E09000031,Waltham Forest,Indian,"6,000","6,400",94.5,18.9
2018,E09000032,Wandsworth,Indian,"4,800","4,800",100,
2018,E09000033,Westminster,Indian,"5,000","8,800",56.3,33.5
2018,E13000001,Inner London,Indian,"66,900","90,200",74.1,10.2
2018,E13000002,Outer London,Indian,"270,700","339,900",79.7,4.4
2018,E12000001,North East,Indian,"7,000","10,400",67.9,19
2018,E12000002,North West,Indian,"59,700","87,200",68.5,6.5
2018,E12000003,Yorkshire and The Humber,Indian,"38,800","54,900",70.7,10.4
2018,E12000004,East Midlands,Indian,"91,800","126,900",72.3,6.6
2018,E12000005,West Midlands,Indian,"118,200","164,400",71.9,5.4
2018,E12000006,East,Indian,"56,400","67,800",83.3,8.1
2018,E12000007,London,Indian,"337,600","430,100",78.5,4
2018,E12000008,South East,Indian,"102,700","126,100",81.4,5
2018,E12000009,South West,Indian,"24,600","32,300",76.2,10.3
2018,W92000004,Wales,Indian,"7,300","9,500",76.8,16.6
2018,S92000003,Scotland,Indian,"12,000","18,300",65.5,15.7
2018,N92000002,Northern Ireland,Indian,"3,500","4,000",87.9,24.5
2018,E92000001,England,Indian,"836,900","1,100,100",76.1,2.1
2018,K04000001,England and Wales,Indian,"844,200","1,109,500",76.1,2.1
2018,K03000001,Great Britain,Indian,"856,200","1,127,900",75.9,2.1
2018,K02000001,United Kingdom,Indian,"859,700","1,131,900",76,2.1
2018,E09000001,City of London,Pakistani/Bangladeshi,,,,
2018,E09000002,Barking and Dagenham,Pakistani/Bangladeshi,"19,200","27,900",68.8,14.9
2018,E09000003,Barnet,Pakistani/Bangladeshi,"4,000","6,800",58.4,
2018,E09000004,Bexley,Pakistani/Bangladeshi,"2,400","3,900",61,
2018,E09000005,Brent,Pakistani/Bangladeshi,"8,200","12,700",64.5,28
2018,E09000006,Bromley,Pakistani/Bangladeshi,,#,,
2018,E09000007,Camden,Pakistani/Bangladeshi,"7,400","12,000",61.2,27.6
2018,E09000008,Croydon,Pakistani/Bangladeshi,"7,400","11,300",65.3,31.4
2018,E09000009,Ealing,Pakistani/Bangladeshi,"6,800","8,800",77.6,
2018,E09000010,Enfield,Pakistani/Bangladeshi,"5,000","6,800",73.2,
2018,E09000011,Greenwich,Pakistani/Bangladeshi,"1,800","5,100",35,
2018,E09000012,Hackney,Pakistani/Bangladeshi,"3,500","5,300",65.6,
2018,E09000013,Hammersmith and Fulham,Pakistani/Bangladeshi,"2,600","4,000",64.1,
2018,E09000014,Haringey,Pakistani/Bangladeshi,"3,300","5,100",66,39.2
2018,E09000015,Harrow,Pakistani/Bangladeshi,"2,400","3,900",61.4,
2018,E09000016,Havering,Pakistani/Bangladeshi,#,#,77.3,
2018,E09000017,Hillingdon,Pakistani/Bangladeshi,"3,600","5,300",68.4,
2018,E09000018,Hounslow,Pakistani/Bangladeshi,"8,500","11,900",71.3,32.1
2018,E09000019,Islington,Pakistani/Bangladeshi,"1,600","4,500",36,
2018,E09000020,Kensington and Chelsea,Pakistani/Bangladeshi,"1,200","3,300",35.8,
2018,E09000021,Kingston upon Thames,Pakistani/Bangladeshi,"3,400","5,500",61.9,36.5
2018,E09000022,Lambeth,Pakistani/Bangladeshi,"3,400","6,400",53.4,
2018,E09000023,Lewisham,Pakistani/Bangladeshi,"1,400","2,300",59.5,
2018,E09000024,Merton,Pakistani/Bangladeshi,"3,200","6,400",49.6,
2018,E09000025,Newham,Pakistani/Bangladeshi,"42,900","72,200",59.4,14.1
2018,E09000026,Redbridge,Pakistani/Bangladeshi,"26,400","42,700",61.7,13.4
2018,E09000027,Richmond upon Thames,Pakistani/Bangladeshi,,"1,200",,
2018,E09000028,Southwark,Pakistani/Bangladeshi,"2,700","3,400",78.9,
2018,E09000029,Sutton,Pakistani/Bangladeshi,"3,400","6,200",55,34.5
2018,E09000030,Tower Hamlets,Pakistani/Bangladeshi,"34,000","67,700",50.3,14.5
2018,E09000031,Waltham Forest,Pakistani/Bangladeshi,"10,000","18,200",54.7,24.7
2018,E09000032,Wandsworth,Pakistani/Bangladeshi,"4,000","6,800",59.4,
2018,E09000033,Westminster,Pakistani/Bangladeshi,"3,300","6,500",50.8,
2018,E13000001,Inner London,Pakistani/Bangladeshi,"111,300","199,500",55.8,7.9
2018,E13000002,Outer London,Pakistani/Bangladeshi,"118,200","188,100",62.8,6.8
2018,E12000001,North East,Pakistani/Bangladeshi,"10,600","17,700",60,13.4
2018,E12000002,North West,Pakistani/Bangladeshi,"108,800","194,800",55.8,4.9
2018,E12000003,Yorkshire and The Humber,Pakistani/Bangladeshi,"83,400","165,100",50.5,6.9
2018,E12000004,East Midlands,Pakistani/Bangladeshi,"28,800","50,800",56.6,11.1
2018,E12000005,West Midlands,Pakistani/Bangladeshi,"112,300","205,800",54.6,6.4
2018,E12000006,East,Pakistani/Bangladeshi,"42,200","72,400",58.4,7.9
2018,E12000007,London,Pakistani/Bangladeshi,"229,500","387,600",59.2,5.2
2018,E12000008,South East,Pakistani/Bangladeshi,"59,800","91,200",65.6,6.8
2018,E12000009,South West,Pakistani/Bangladeshi,"9,100","12,900",70.6,20.2
2018,W92000004,Wales,Pakistani/Bangladeshi,"7,900","14,000",56.6,17.3
2018,S92000003,Scotland,Pakistani/Bangladeshi,"23,000","39,100",58.9,11.7
2018,N92000002,Northern Ireland,Pakistani/Bangladeshi,,"1,900",,
2018,E92000001,England,Pakistani/Bangladeshi,"684,600","1,198,300",57.1,2.4
2018,K04000001,England and Wales,Pakistani/Bangladeshi,"692,500","1,212,400",57.1,2.4
2018,K03000001,Great Britain,Pakistani/Bangladeshi,"715,600","1,251,500",57.2,2.3
2018,K02000001,United Kingdom,Pakistani/Bangladeshi,"716,000","1,253,300",57.1,2.3
2018,E09000001,City of London,Black,,,,
2018,E09000002,Barking and Dagenham,Black,"13,900","21,200",65.7,17.3
2018,E09000003,Barnet,Black,"13,700","18,500",74.1,23.3
2018,E09000004,Bexley,Black,"9,500","13,200",72.1,22
2018,E09000005,Brent,Black,"23,200","40,400",57.4,15.7
2018,E09000006,Bromley,Black,"13,300","15,300",86.6,19.3
2018,E09000007,Camden,Black,"8,200","13,400",61.5,24.8
2018,E09000008,Croydon,Black,"31,000","43,100",72,15.1
2018,E09000009,Ealing,Black,"11,200","15,800",71.1,29.9
2018,E09000010,Enfield,Black,"28,800","43,000",67,15.8
2018,E09000011,Greenwich,Black,"20,800","31,200",66.4,17.1
2018,E09000012,Hackney,Black,"22,300","42,300",52.7,15.3
2018,E09000013,Hammersmith and Fulham,Black,"10,300","14,300",72.4,21.4
2018,E09000014,Haringey,Black,"14,700","23,500",62.7,18
2018,E09000015,Harrow,Black,"5,600","8,200",68,28.9
2018,E09000016,Havering,Black,"7,600","11,000",68.6,24.3
2018,E09000017,Hillingdon,Black,"7,500","13,400",55.9,26.8
2018,E09000018,Hounslow,Black,"11,800","16,400",71.5,27.9
2018,E09000019,Islington,Black,"8,400","15,400",54.4,24.4
2018,E09000020,Kensington and Chelsea,Black,"4,200","8,600",48.7,25.8
2018,E09000021,Kingston upon Thames,Black,"1,300","2,600",49.5,
2018,E09000022,Lambeth,Black,"30,800","51,300",60,15.4
2018,E09000023,Lewisham,Black,"27,100","36,100",75,14.8
2018,E09000024,Merton,Black,"7,400","10,400",71,25.2
2018,E09000025,Newham,Black,"23,400","30,000",77.9,18
2018,E09000026,Redbridge,Black,"7,500","14,200",52.5,23.3
2018,E09000027,Richmond upon Thames,Black,,"1,100",,
2018,E09000028,Southwark,Black,"24,600","42,200",58.2,15.6
2018,E09000029,Sutton,Black,"6,500","7,500",86,21.5
2018,E09000030,Tower Hamlets,Black,"9,800","13,900",70.1,28.9
2018,E09000031,Waltham Forest,Black,"18,000","26,600",67.9,18.7
2018,E09000032,Wandsworth,Black,"15,300","24,500",62.7,21.8
2018,E09000033,Westminster,Black,"8,600","12,700",67.7,26.4
2018,E13000001,Inner London,Black,"207,700","328,200",63.3,5.4
2018,E13000002,Outer London,Black,"239,100","353,300",67.7,5
2018,E12000001,North East,Black,"8,100","14,100",57.5,15.3
2018,E12000002,North West,Black,"67,500","99,600",67.8,7.1
2018,E12000003,Yorkshire and The Humber,Black,"33,400","47,800",69.9,11.4
2018,E12000004,East Midlands,Black,"54,800","85,300",64.3,8.7
2018,E12000005,West Midlands,Black,"120,200","186,800",64.4,6.2
2018,E12000006,East,Black,"72,100","86,700",83.1,6.2
2018,E12000007,London,Black,"446,800","681,500",65.6,3.7
2018,E12000008,South East,Black,"78,900","110,400",71.5,7
2018,E12000009,South West,Black,"29,000","40,300",72,11.1
2018,W92000004,Wales,Black,"10,500","18,900",55.7,13.6
2018,S92000003,Scotland,Black,"19,500","35,100",55.5,13.6
2018,N92000002,Northern Ireland,Black,"2,300","4,100",55.4,
2018,E92000001,England,Black,"910,800","1,352,400",67.3,2.3
2018,K04000001,England and Wales,Black,"921,400","1,371,300",67.2,2.2
2018,K03000001,Great Britain,Black,"940,900","1,406,500",66.9,2.2
2018,K02000001,United Kingdom,Black,"943,200","1,410,600",66.9,2.2
2018,E09000001,City of London,Other,,,,
2018,E09000002,Barking and Dagenham,Other,"6,100","9,100",67.3,26.1
2018,E09000003,Barnet,Other,"22,400","42,900",52.4,17.4
2018,E09000004,Bexley,Other,"5,200","7,000",73.9,29
2018,E09000005,Brent,Other,"26,600","41,500",64.2,15.4
2018,E09000006,Bromley,Other,"4,400","7,100",61.8,35.5
2018,E09000007,Camden,Other,"17,900","29,100",61.5,18.4
2018,E09000008,Croydon,Other,"11,300","17,200",65.6,27.3
2018,E09000009,Ealing,Other,"19,100","35,100",54.4,21.8
2018,E09000010,Enfield,Other,"11,500","16,700",68.5,25
2018,E09000011,Greenwich,Other,"10,700","19,500",54.8,24.4
2018,E09000012,Hackney,Other,"15,800","29,200",54.2,17.9
2018,E09000013,Hammersmith and Fulham,Other,"9,900","15,600",63.4,21.5
2018,E09000014,Haringey,Other,"16,400","30,900",53,16.8
2018,E09000015,Harrow,Other,"20,500","29,900",68.7,14.3
2018,E09000016,Havering,Other,"6,700","8,100",82.4,25.1
2018,E09000017,Hillingdon,Other,"20,800","31,000",67.3,16.6
2018,E09000018,Hounslow,Other,"20,900","27,000",77.4,20.5
2018,E09000019,Islington,Other,"7,700","17,500",44,22.7
2018,E09000020,Kensington and Chelsea,Other,"9,800","18,400",53.1,19.2
2018,E09000021,Kingston upon Thames,Other,"11,400","19,600",58.1,18.4
2018,E09000022,Lambeth,Other,"15,500","22,200",70,22.2
2018,E09000023,Lewisham,Other,"14,100","21,700",65.1,21.5
2018,E09000024,Merton,Other,"16,200","19,700",82.1,16
2018,E09000025,Newham,Other,"16,900","25,300",66.5,23.1
2018,E09000026,Redbridge,Other,"12,000","18,400",65.3,19.7
2018,E09000027,Richmond upon Thames,Other,"5,400","7,500",72.8,27.6
2018,E09000028,Southwark,Other,"14,300","20,000",71.4,20.6
2018,E09000029,Sutton,Other,"9,100","12,200",74.3,20.6
2018,E09000030,Tower Hamlets,Other,"13,800","18,400",75.2,26.2
2018,E09000031,Waltham Forest,Other,"17,000","26,300",64.7,20
2018,E09000032,Wandsworth,Other,"10,500","13,000",80.8,24.9
2018,E09000033,Westminster,Other,"21,400","41,800",51.1,15.9
2018,E13000001,Inner London,Other,"185,000","304,200",60.8,5.6
2018,E13000002,Outer London,Other,"257,400","395,800",65,4.8
2018,E12000001,North East,Other,"18,100","34,600",52.2,10.7
2018,E12000002,North West,Other,"65,400","126,000",51.9,7
2018,E12000003,Yorkshire and The Humber,Other,"50,400","84,400",59.8,9.4
2018,E12000004,East Midlands,Other,"42,400","77,600",54.7,10.3
2018,E12000005,West Midlands,Other,"62,000","102,900",60.2,7.9
2018,E12000006,East,Other,"80,000","106,000",75.4,7.3
2018,E12000007,London,Other,"442,500","700,000",63.2,3.7
2018,E12000008,South East,Other,"140,500","205,200",68.5,5.4
2018,E12000009,South West,Other,"44,700","70,000",63.8,8.4
2018,W92000004,Wales,Other,"23,100","38,500",60.1,9.1
2018,S92000003,Scotland,Other,"32,100","61,900",52,9.5
2018,N92000002,Northern Ireland,Other,"8,700","20,700",42.2,17.7
2018,E92000001,England,Other,"945,900","1,506,700",62.8,2.2
2018,K04000001,England and Wales,Other,"969,100","1,545,200",62.7,2.2
2018,K03000001,Great Britain,Other,"1,001,200","1,607,100",62.3,2.1
2018,K02000001,United Kingdom,Other,"1,009,900","1,627,700",62,2.1
2019,E09000001,City of London,White,"7,400","8,500",87.2,
2019,E09000002,Barking and Dagenham,White,"50,300","70,900",71,9.7
2019,E09000003,Barnet,White,"129,400","168,000",77,8.2
2019,E09000004,Bexley,White,"97,000","126,800",76.5,6.7
2019,E09000005,Brent,White,"70,400","86,300",81.5,11.4
2019,E09000006,Bromley,White,"128,200","159,200",80.5,6.4
2019,E09000007,Camden,White,"96,400","118,900",81.1,7.8
2019,E09000008,Croydon,White,"117,900","152,800",77.1,7.4
2019,E09000009,Ealing,White,"90,400","114,100",79.2,10
2019,E09000010,Enfield,White,"89,400","132,600",67.4,9.9
2019,E09000011,Greenwich,White,"96,600","118,300",81.6,7
2019,E09000012,Hackney,White,"101,900","123,900",82.3,7.3
2019,E09000013,Hammersmith and Fulham,White,"74,300","90,500",82.1,7.7
2019,E09000014,Haringey,White,"106,000","132,800",79.8,7.4
2019,E09000015,Harrow,White,"44,200","62,700",70.6,12.6
2019,E09000016,Havering,White,"90,100","121,100",74.4,7.2
2019,E09000017,Hillingdon,White,"68,700","88,300",77.8,10.2
2019,E09000018,Hounslow,White,"63,800","86,100",74.1,12.2
2019,E09000019,Islington,White,"96,200","117,400",82,7.4
2019,E09000020,Kensington and Chelsea,White,"47,600","64,700",73.6,9
2019,E09000021,Kingston upon Thames,White,"70,700","85,000",83.1,6.9
2019,E09000022,Lambeth,White,"123,900","158,900",78,7.5
2019,E09000023,Lewisham,White,"119,600","143,300",83.4,6.6
2019,E09000024,Merton,White,"70,700","82,300",85.9,6.4
2019,E09000025,Newham,White,"77,100","95,100",81.1,10.3
2019,E09000026,Redbridge,White,"69,300","93,200",74.3,9.1
2019,E09000027,Richmond upon Thames,White,"85,500","103,400",82.7,6.7
2019,E09000028,Southwark,White,"120,700","143,000",84.5,6.8
2019,E09000029,Sutton,White,"81,600","103,300",78.9,6.3
